,상호명,상권업종대분류명,표준산업분류명,시군구명,도로명주소,경도,위도
6648,죽로재,소매,기타 식료품 소매업,금정구,부산광역시 금정구 부곡온천천로 116,129.089080173253,35.2366718480202
6649,철마한우직거래판매장,소매,육류 소매업,기장군,부산광역시 기장군 철마면 철마로 693,129.166857270141,35.2646014909052
6650,아시아마트,소매,기타 식료품 소매업,사상구,부산광역시 사상구 삼덕로46번안길 6,128.980984974945,35.1718936980551
6651,제이더블유푸드,소매,기타 음ㆍ식료품 위주 종합 소매업,해운대구,부산광역시 해운대구 송정중앙로15번길 67-3,129.203972646189,35.1859090318541
6652,홈마트,소매,슈퍼마켓,남구,부산광역시 남구 당산로 7,129.077804096093,35.124928680719
6653,카페브로,음식,음료 소매업,동래구,부산광역시 동래구 종합운동장로 29,129.063436641597,35.1927861625108
6654,곳간부산,소매,기타 음ㆍ식료품 위주 종합 소매업,연제구,부산광역시 연제구 진남로 609,129.080169607203,35.1744300613172
6655,기장시장탑플러스마트,소매,기타 음ㆍ식료품 위주 종합 소매업,기장군,부산광역시 기장군 기장읍 차성남로51번길 15,129.215116442536,35.2426379757663
6656,건우청과,소매,"채소, 과실 및 뿌리작물 소매업",영도구,부산광역시 영도구 청학로 41,129.059708742557,35.0924575905673
6657,포트넘앤메이슨,소매,기타 식료품 소매업,해운대구,부산광역시 해운대구 센텀남대로 35,129.129106584707,35.1686565992762
6658,텐마트,소매,기타 음ㆍ식료품 위주 종합 소매업,동구,부산광역시 동구 범내남로26번길 23,129.05057795186,35.1423934225276
6659,알뜰민속5일장,소매,"채소, 과실 및 뿌리작물 소매업",동래구,부산광역시 동래구 안남로 23,129.094844082576,35.1946605937635
6660,드림마트,소매,기타 음ㆍ식료품 위주 종합 소매업,부산진구,부산광역시 부산진구 냉정로 254,129.02757229744,35.1507573493614
6661,총각네반찬,소매,조리 반찬류 소매업,동구,부산광역시 동구 중앙대로361번길 34,129.046444313373,35.1289442952697
6662,자갈치상회,소매,기타 음ㆍ식료품 위주 종합 소매업,중구,부산광역시 중구 자갈치로15번길 4,129.026225274993,35.0967568544272
6663,고기날다,소매,육류 소매업,연제구,부산광역시 연제구 연동로8번길 4,129.093290251478,35.1885091659533
6664,생선파는며느리,소매,"신선, 냉동 및 기타 수산물 소매업",해운대구,부산광역시 해운대구 삼어로133번가길 13-5,129.11849935759,35.2092811270836
6665,찬들로,소매,조리 반찬류 소매업,동래구,부산광역시 동래구 온천천로339번길 28,129.092893132199,35.1957508629802
6666,진호상사,소매,음료 소매업,중구,부산광역시 중구 국제시장2길 33,129.028325154077,35.1023998780861
6667,부산보돌어묵,소매,기타 식료품 소매업,연제구,부산광역시 연제구 중앙대로 1197,129.077962502099,35.1935140495004
6668,강인유통,소매,육류 소매업,동구,부산광역시 동구 망양로 872-1,129.04807688862,35.13818753383
6669,수식자재유통센타,소매,슈퍼마켓,기장군,부산광역시 기장군 정관읍 용수로 60,129.175755780285,35.3282144676949
6670,뉴케이마트,소매,슈퍼마켓,북구,부산광역시 북구 만덕대로78번길 10,129.013368771877,35.2116308800436
6671,블럭팡슬라임팡,시설관리·임대,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 아시아드대로 225,129.066639332579,35.2042686901731
6672,다파라,소매,기타 음ㆍ식료품 위주 종합 소매업,사하구,부산광역시 사하구 다대로134번길 53,128.976698728608,35.0915411363789
6673,온담떡공방,음식,떡류 제조업,동래구,부산광역시 동래구 명륜로 222,129.083691817227,35.2139874088675
6674,엄마손수제반찬,소매,조리 반찬류 소매업,연제구,부산광역시 연제구 월드컵대로252번길 13,129.0701703274,35.1913116676046
6675,떡짱,음식,떡류 제조업,사하구,부산광역시 사하구 승학로 70,128.975537833521,35.1045668259468
6676,씨에스마트,소매,슈퍼마켓,동래구,부산광역시 동래구 여고로25번길 33,129.066289703889,35.1968443543427
6677,바다에프앤디,소매,건강 보조식품 소매업,해운대구,부산광역시 해운대구 좌동순환로 506,129.168753764619,35.1661893560911
6678,픽미픽미아이스구포,소매,"빵류, 과자류 및 당류 소매업",북구,부산광역시 북구 낙동대로1762번길 51,129.000862743318,35.2074623174162
6679,점촌상회,소매,기타 음ㆍ식료품 위주 종합 소매업,기장군,부산광역시 기장군 장안읍 길천2길 57,129.284931181085,35.3270312971193
6680,강명식당,소매,기타 음ㆍ식료품 위주 종합 소매업,사상구,부산광역시 사상구 장인로 46,128.974076035416,35.1430235143245
6681,명품잡화,소매,기타 음ㆍ식료품 위주 종합 소매업,사상구,부산광역시 사상구 모라로 98-5,128.989929658406,35.1861981933372
6682,알뜰장터,소매,기타 음ㆍ식료품 위주 종합 소매업,연제구,부산광역시 연제구 과정로225번길 23,129.101985086582,35.1867898427587
6683,지안이네정육,소매,육류 소매업,부산진구,부산광역시 부산진구 엄광로 68-1,129.023705317954,35.147824486838
6684,로얄카페,소매,기타 음ㆍ식료품 위주 종합 소매업,부산진구,부산광역시 부산진구 부전로 51,129.055159030806,35.1546846885269
6685,신앙촌상회서동점,소매,기타 음ㆍ식료품 위주 종합 소매업,금정구,부산광역시 금정구 서부로 23-2,129.103215603353,35.2160825523198
6686,글로리마트,소매,슈퍼마켓,해운대구,부산광역시 해운대구 해운대로76번길 63,129.117084425146,35.1901668998906
6687,고등어아가씨,소매,"신선, 냉동 및 기타 수산물 소매업",사상구,부산광역시 사상구 백양대로494번길 23,128.998309457541,35.1549501142018
6688,도시장터,소매,"채소, 과실 및 뿌리작물 소매업",남구,부산광역시 남구 문현로 6-2,129.071923777784,35.1400251059378
6689,다담아,소매,기타 식료품 소매업,부산진구,부산광역시 부산진구 백양대로60번길 50,129.04241207071,35.164656276628
6690,성우상회,소매,"채소, 과실 및 뿌리작물 소매업",기장군,부산광역시 기장군 일광읍 이화로 47-10,129.232333230665,35.269504677041
6691,거창식품,소매,조리 반찬류 소매업,수영구,부산광역시 수영구 수영로705번길 28,129.117026402404,35.16907506775
6692,아이스크림,소매,"빵류, 과자류 및 당류 소매업",기장군,부산광역시 기장군 정관읍 정관로 489,129.170383889176,35.3263737432161
6693,땅스부대찌개학장점,음식,기타 식사용 가공처리 조리식품 제조업,사상구,부산광역시 사상구 학감대로 107,128.988742969135,35.1407774205801
6694,모닝마트,소매,슈퍼마켓,해운대구,부산광역시 해운대구 해운대해변로197번길 8,129.15328268261,35.158856166098
6695,농촌총각,소매,"채소, 과실 및 뿌리작물 소매업",동구,부산광역시 동구 진시장로 24,129.05886291705,35.1364442151691
6696,숙이상회,소매,"신선, 냉동 및 기타 수산물 소매업",서구,부산광역시 서구 해안새벽시장길 36,129.025092048963,35.094720252393
6697,고래&건어물,소매,건어물 및 젓갈류 소매업,기장군,부산광역시 기장군 기장읍 연화1길 208-21,129.227804080472,35.2206067834157
6698,통영상회,소매,"신선, 냉동 및 기타 수산물 소매업",부산진구,부산광역시 부산진구 가야대로482번길 27,129.024829977178,35.1517450696746
6699,이마트24부곡다숲점,소매,기타 음ㆍ식료품 위주 종합 소매업,금정구,부산광역시 금정구 부곡로 32-12,129.089248816233,35.2188771068189
6700,미니슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,금정구,부산광역시 금정구 서동로112번길 4,129.098967650507,35.2162834360295
6701,충북상회,소매,"채소, 과실 및 뿌리작물 소매업",동래구,부산광역시 동래구 명안로86번길 35,129.106424395857,35.2040559025993
6702,엠디에스오케이유통롯데동래,소매,음료 소매업,동래구,부산광역시 동래구 중앙대로 1393,129.077500271184,35.2117261185445
6703,알찬마트,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 금강공원로 47,129.079492825227,35.2187121065239
6704,신선슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,영도구,부산광역시 영도구 해오름2길 146,129.046002825054,35.0832380601692
6705,아이스마을수안점,소매,"빵류, 과자류 및 당류 소매업",동래구,부산광역시 동래구 충렬대로218번길 37,129.083500149488,35.200387259899
6706,이지핏티스튜디오,소매,건강 보조식품 소매업,기장군,부산광역시 기장군 정관읍 정관로 501-11,129.171277314916,35.3257882229347
6707,백양맛나라분식,소매,조리 반찬류 소매업,부산진구,부산광역시 부산진구 백양관문로 104,129.029205862755,35.168050267098
6708,까까주까,소매,"빵류, 과자류 및 당류 소매업",부산진구,부산광역시 부산진구 대학로 16,129.036821902326,35.154040756412
6709,만물건어물,소매,건어물 및 젓갈류 소매업,연제구,부산광역시 연제구 연동로8번길 14,129.092841577473,35.1886213816679
6710,지리산상회,소매,"채소, 과실 및 뿌리작물 소매업",남구,부산광역시 남구 홍곡로 367,129.088689109897,35.1242094336871
6711,조영축산,소매,육류 소매업,사상구,부산광역시 사상구 사상로293번길 12,128.98228416102,35.1712972614207
6712,응응스크르부산,소매,"빵류, 과자류 및 당류 소매업",금정구,부산광역시 금정구 금정로149번길 5,129.087492831279,35.2379210083827
6713,황금상회,소매,"신선, 냉동 및 기타 수산물 소매업",중구,부산광역시 중구 자갈치로 42,129.028692739262,35.0967359447138
6714,좋은돼지,소매,육류 소매업,사하구,부산광역시 사하구 하신번영로 352,128.960010105838,35.1123978224045
6715,맷돌방아,음식,"빵류, 과자류 및 당류 소매업",사상구,부산광역시 사상구 냉정로 9,129.00129395305,35.1477142962061
6716,한스베이프전자담배미남,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 아시아드대로 207,129.065839322423,35.2027163389287
6717,김씨상회,소매,"채소, 과실 및 뿌리작물 소매업",부산진구,부산광역시 부산진구 부전로158번길 33,129.059403540473,35.1612278120011
6718,"여기,과일",소매,"채소, 과실 및 뿌리작물 소매업",동구,부산광역시 동구 고관로 123,129.047122413335,35.1296325146092
6719,낭만,소매,"빵류, 과자류 및 당류 소매업",동래구,부산광역시 동래구 명륜로187번길 1,129.082370167049,35.2104027174216
6720,은산바이오,소매,건강 보조식품 소매업,중구,부산광역시 중구 해관로 65,129.035330523622,35.1047289732046
6721,베리굿농장,소매,"채소, 과실 및 뿌리작물 소매업",기장군,부산광역시 기장군 철마면 입석길 4,129.114765376164,35.3079977755299
6722,감천상회,소매,"채소, 과실 및 뿌리작물 소매업",사하구,부산광역시 사하구 원양로 360,129.006747004593,35.082506652696
6723,더마트,소매,슈퍼마켓,수영구,부산광역시 수영구 수영로 520,129.111955649124,35.1521936826673
6724,막내딸집건어물장전역점,소매,건어물 및 젓갈류 소매업,금정구,부산광역시 금정구 수림로19번길 31,129.090472006926,35.2380564514571
6725,명진상회,소매,"빵류, 과자류 및 당류 소매업",부산진구,부산광역시 부산진구 성지로62번길 50,129.055479297409,35.1777755462336
6726,싱싱수산,소매,"신선, 냉동 및 기타 수산물 소매업",부산진구,부산광역시 부산진구 부전로174번길 30,129.060620974147,35.1620013704364
6727,아이스마을,소매,"빵류, 과자류 및 당류 소매업",남구,부산광역시 남구 황령대로319번가길 194,129.089431704324,35.150307078643
6728,행운쌀마트,소매,기타 음ㆍ식료품 위주 종합 소매업,해운대구,부산광역시 해운대구 아랫반송로70번길 24,129.150972677204,35.2215599679595
6729,탑할인마트,소매,기타 음ㆍ식료품 위주 종합 소매업,북구,부산광역시 북구 덕천로234번길 34,129.027921028054,35.209858666066
6730,서원유통탑마트,소매,슈퍼마켓,해운대구,부산광역시 해운대구 좌동로 38,129.171141889865,35.1689154980861
6731,서원유통탑마트장림점,소매,슈퍼마켓,사하구,부산광역시 사하구 다대로 296,128.976282210831,35.0759140257372
6732,쪼매난과일테리아,소매,"빵류, 과자류 및 당류 소매업",서구,부산광역시 서구 구덕로322번길 35-1,129.018280690828,35.1131933313295
6733,칠성떡방앗간,음식,떡류 제조업,부산진구,부산광역시 부산진구 범일로142번길 40,129.061631258441,35.1426035622992
6734,해물촌,소매,"신선, 냉동 및 기타 수산물 소매업",강서구,부산광역시 강서구 낙동북로126번길 83,128.94090292183,35.2126754305439
6735,남광,소매,"신선, 냉동 및 기타 수산물 소매업",사하구,부산광역시 사하구 감내1로 139,129.008306202076,35.0942570628829
6736,벽산두배로마트,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 중앙대로1473번길 12,129.083225709604,35.2177593545369
6737,제이씨홈마트,소매,슈퍼마켓,동래구,부산광역시 동래구 온천장로 75,129.081989583825,35.2181399749313
6738,월남공주,소매,"채소, 과실 및 뿌리작물 소매업",동래구,부산광역시 동래구 사직북로33번길 18,129.059110688865,35.1987371703178
6739,정아과일,소매,"채소, 과실 및 뿌리작물 소매업",부산진구,부산광역시 부산진구 중앙대로783번길 30,129.0619427142,35.1631976559153
6740,크림연지,소매,기타 음ㆍ식료품 위주 종합 소매업,부산진구,부산광역시 부산진구 동평로183번길 106,129.048879597727,35.1716673636928
6741,미트갤러리,소매,육류 소매업,금정구,부산광역시 금정구 금강로565번길 26,129.086314082072,35.2582756606054
6742,정은수산,소매,"신선, 냉동 및 기타 수산물 소매업",부산진구,부산광역시 부산진구 부전로162번길 46,129.060201911567,35.1610044938547
6743,프레시안마트,소매,슈퍼마켓,사하구,부산광역시 사하구 윤공단로17번길 103,128.966786101179,35.0563482786685
6744,남경상회,소매,기타 음ㆍ식료품 위주 종합 소매업,해운대구,부산광역시 해운대구 해운대로61번길 13,129.121240033491,35.1921385761621
6745,이동어촌계판매장,소매,건어물 및 젓갈류 소매업,기장군,부산광역시 기장군 일광읍 이동길 43,129.24718517175,35.2726063764561
6746,과일바구니,소매,"채소, 과실 및 뿌리작물 소매업",사하구,부산광역시 사하구 장림시장3길 66,128.96749040681,35.0807349239702
6747,육품축산,소매,육류 소매업,동래구,부산광역시 동래구 연안로51번길 6,129.107333912415,35.192582015258
6748,홍삼의신비,소매,건강 보조식품 소매업,사상구,부산광역시 사상구 덕상로 65,128.98942584542,35.1772424397049
6749,베스트할인마트,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 복천로5번길 34,129.087262775427,35.205851969101
6750,샤론소매점,소매,기타 음ㆍ식료품 위주 종합 소매업,해운대구,부산광역시 해운대구 반여로27번길 23,129.118961429263,35.1957291203994
6751,연지탑마트,소매,기타 식료품 소매업,부산진구,부산광역시 부산진구 동평로291번길 30-17,129.057166682343,35.1741282295189
6752,오메가메,소매,"채소, 과실 및 뿌리작물 소매업",서구,부산광역시 서구 천마로 224-7,129.022765354215,35.0954700388983
6753,우리동네냉장고부산,소매,기타 식료품 소매업,동래구,부산광역시 동래구 동래로15번길 15,129.077967778238,35.2138582333038
6754,더마트,소매,육류 소매업,기장군,부산광역시 기장군 일광읍 일광로 111,129.233395169027,35.2663300893243
6755,대성편의점,소매,기타 식료품 소매업,북구,부산광역시 북구 백양대로 1192,129.005524565022,35.2087757777304
6756,진미떡방앗간,음식,떡류 제조업,해운대구,부산광역시 해운대구 구남로29번길 20-22,129.162371451593,35.1619962488548
6757,합천식품금정,소매,기타 식료품 소매업,금정구,부산광역시 금정구 금정로207번길 14,129.088629822558,35.2432559545543
6758,봉다방,소매,기타 식료품 소매업,연제구,부산광역시 연제구 화지로52번가길 10-16,129.065940989451,35.1802348597882
6759,꽃길만걷차,소매,기타 식료품 소매업,중구,부산광역시 중구 흑교로21번길 18,129.023357245322,35.1015855800351
6760,서원유통탑마트,소매,슈퍼마켓,해운대구,부산광역시 해운대구 윗반송로 8,129.150516317191,35.2296946910782
6761,정아네알뜰장터,소매,"채소, 과실 및 뿌리작물 소매업",남구,부산광역시 남구 유엔로 20,129.079869662004,35.1259829547067
6762,백제축산,소매,육류 소매업,사하구,부산광역시 사하구 다대낙조1길 12,128.967739371818,35.0498054107038
6763,미리내,소매,"빵류, 과자류 및 당류 소매업",부산진구,부산광역시 부산진구 전포대로 181,129.065386215198,35.1528555017935
6764,아이스마을,소매,"빵류, 과자류 및 당류 소매업",동래구,부산광역시 동래구 사직북로19번길 48,129.057904738912,35.1971973270918
6765,얼음왕국,소매,"빵류, 과자류 및 당류 소매업",사하구,부산광역시 사하구 서포로30번길 12,128.984488510422,35.0826803819459
6766,다빈이네반찬,소매,조리 반찬류 소매업,부산진구,부산광역시 부산진구 거제대로60번길 25,129.068960560755,35.1735560004742
6767,홀릭,음식,"빵류, 과자류 및 당류 소매업",강서구,부산광역시 강서구 명지국제8로 243,128.919550153044,35.0984511347147
6768,뚱이네대박슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,북구,부산광역시 북구 낙동대로1738번길 7,128.999990262411,35.2088576678183
6769,제일상회,소매,기타 음ㆍ식료품 위주 종합 소매업,사상구,부산광역시 사상구 광장로97번길 38,128.986370189178,35.1651255406632
6770,기장게장,소매,조리 반찬류 소매업,부산진구,부산광역시 부산진구 새싹로8번길 62,129.060802143471,35.1607378360022
6771,킹마트,소매,슈퍼마켓,동래구,부산광역시 동래구 명안로86번길 60,129.107726929261,35.2037375239304
6772,서원마트,소매,기타 음ㆍ식료품 위주 종합 소매업,수영구,부산광역시 수영구 남천바다로9번길 58,129.113392704204,35.1521444299737
6773,새우명가,소매,"신선, 냉동 및 기타 수산물 소매업",중구,부산광역시 중구 자갈치해안로 52,129.030600002535,35.0966476355156
6774,수평선,소매,"신선, 냉동 및 기타 수산물 소매업",수영구,부산광역시 수영구 광안해변로312번길 60,129.127886619068,35.1542367953902
6775,홈마트,소매,슈퍼마켓,서구,부산광역시 서구 대신공원로 26,129.018777862363,35.1205265671073
6776,베스트,소매,건강 보조식품 소매업,해운대구,부산광역시 해운대구 양운로 98,129.174858662166,35.1716557520191
6777,현주채소,소매,"채소, 과실 및 뿌리작물 소매업",동래구,부산광역시 동래구 충렬대로108번길 89,129.073759286141,35.2028717116961
6778,아이스마을,소매,"빵류, 과자류 및 당류 소매업",동래구,부산광역시 동래구 충렬대로140번길 56,129.075010716856,35.2028335662843
6779,호랭이반찬,소매,조리 반찬류 소매업,해운대구,부산광역시 해운대구 좌동순환로468번나길 46,129.172842995035,35.1650681784095
6780,고성상회,소매,건어물 및 젓갈류 소매업,연제구,부산광역시 연제구 월드컵대로3번길 32,129.085428029511,35.1760776623502
6781,제이엠축산,소매,육류 소매업,동래구,부산광역시 동래구 여고북로 156,129.073568770327,35.2017466705395
6782,삼성매점,소매,기타 음ㆍ식료품 위주 종합 소매업,영도구,부산광역시 영도구 대교로2번길 55,129.044682165111,35.0949045934501
6783,동빈상사,소매,건강 보조식품 소매업,동구,부산광역시 동구 능풍길 3,129.047041778618,35.1319047325889
6784,뉴월드마트,소매,슈퍼마켓,금정구,부산광역시 금정구 동부곡로6번길 14,129.092079245184,35.2251792920948
6785,썬&문,소매,"빵류, 과자류 및 당류 소매업",동구,부산광역시 동구 중앙대로 514,129.057052638503,35.1390109679159
6786,스타마트,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 충렬대로108번길 100-4,129.073654173896,35.2023949100776
6787,청학동떡마을,음식,떡류 제조업,해운대구,부산광역시 해운대구 해운대로76번길 51,129.117583769174,35.1897476572247
6788,풍년청과,소매,"채소, 과실 및 뿌리작물 소매업",수영구,부산광역시 수영구 수영로 597,129.113202046066,35.1590958762537
6789,고래사남포동점,소매,기타 식료품 소매업,중구,부산광역시 중구 자갈치로47번길 5,129.029231251172,35.0976958768221
6790,여주집장터,소매,"채소, 과실 및 뿌리작물 소매업",서구,부산광역시 서구 구덕로119번길 39,129.022942551465,35.0947293920668
6791,만덕상회,소매,"채소, 과실 및 뿌리작물 소매업",북구,부산광역시 북구 만덕1로 96,129.027147803458,35.2138673887233
6792,다온장터,소매,"채소, 과실 및 뿌리작물 소매업",사하구,부산광역시 사하구 괴정로270번길 34,128.989633597788,35.0955647069616
6793,무지개,소매,"채소, 과실 및 뿌리작물 소매업",영도구,부산광역시 영도구 번영길 34,129.046071281155,35.0920351697478
6794,효자한우,소매,육류 소매업,연제구,부산광역시 연제구 과정로 358,129.089876404759,35.1918660451494
6795,진주상회,소매,"채소, 과실 및 뿌리작물 소매업",부산진구,부산광역시 부산진구 엄광로 263-9,129.038433843156,35.1539277980717
6796,화랑상회,소매,"신선, 냉동 및 기타 수산물 소매업",부산진구,부산광역시 부산진구 가야대로482번길 31,129.024816856052,35.1515739153255
6797,양파채소전문돼지상회,소매,"채소, 과실 및 뿌리작물 소매업",부산진구,부산광역시 부산진구 범전로5번길 28,129.062264044827,35.1634292004397
6798,아이스스토리반여점,소매,"빵류, 과자류 및 당류 소매업",해운대구,부산광역시 해운대구 선수촌로 95,129.117250138915,35.2006664588786
6799,오륙도S마트,소매,기타 식료품 소매업,남구,부산광역시 남구 동명로152번길 69,129.112662785334,35.116248762556
6800,괴정슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,동래구,부산광역시 동래구 명서로 141-6,129.102535657851,35.2104731499872
6801,동네상회,소매,기타 음ㆍ식료품 위주 종합 소매업,사상구,부산광역시 사상구 주감로 254,129.013515869354,35.1518402390621
6802,은혜떡방아간,음식,떡류 제조업,동래구,부산광역시 동래구 충렬대로218번길 37,129.083500149488,35.200387259899
6803,성일상회,소매,건어물 및 젓갈류 소매업,동래구,부산광역시 동래구 동래시장길 14,129.085961867513,35.203826518793
6804,더존유통,소매,"채소, 과실 및 뿌리작물 소매업",남구,부산광역시 남구 유엔평화로9번길 39,129.09413563241,35.1344092253279
6805,진희식품,소매,"신선, 냉동 및 기타 수산물 소매업",사상구,부산광역시 사상구 모라로60번길 37,128.986946328559,35.1873673128068
6806,아띠허브다이어트,소매,건강 보조식품 소매업,해운대구,부산광역시 해운대구 우동1로 31,129.156840166076,35.1643747589043
6807,현미박사누룽지연산파크시티점,소매,건강 보조식품 소매업,연제구,부산광역시 연제구 신금로 21-2,129.094432203279,35.1909686439619
6808,점핑다이어트,소매,건강 보조식품 소매업,사하구,부산광역시 사하구 다대로 269,128.977660120419,35.078363779892
6809,종근당건강헬스벨스토리부산,소매,건강 보조식품 소매업,강서구,부산광역시 강서구 명지오션시티11로 74,128.903970330389,35.0840645073382
6810,농심영광슈퍼,소매,기타 음ㆍ식료품 위주 종합 소매업,영도구,부산광역시 영도구 중복길 270,129.047033016472,35.0840494474808
6811,하루정육점,소매,육류 소매업,부산진구,부산광역시 부산진구 동평로 173,129.047384578634,35.1663711021818
6812,일광수산,소매,"신선, 냉동 및 기타 수산물 소매업",중구,부산광역시 중구 자갈치로24번길 4-1,129.026875920164,35.096165432838
6813,요기반찬어때,소매,조리 반찬류 소매업,동래구,부산광역시 동래구 충렬대로95번길 26,129.071863787233,35.2090539723514
6814,토노베이션테리마켓,소매,기타 음ㆍ식료품 위주 종합 소매업,금정구,부산광역시 금정구 부산대학로64번길 102,129.085730374888,35.2359267581556
6815,닥터프로젝트,소매,건강 보조식품 소매업,부산진구,부산광역시 부산진구 중앙대로 750,129.060716753319,35.1592332594028
6816,노랑댕기,소매,기타 음ㆍ식료품 위주 종합 소매업,수영구,부산광역시 수영구 과정로67번길 7,129.106819952739,35.1773533325808
6817,장가네,소매,건어물 및 젓갈류 소매업,기장군,부산광역시 기장군 기장읍 연화1길 208-21,129.227804080472,35.2206067834157
6818,싸다구싸데이,소매,"채소, 과실 및 뿌리작물 소매업",동구,부산광역시 동구 중앙대로371번길 55,129.046064349892,35.1301193922893
6819,과일사요야채사요,소매,"채소, 과실 및 뿌리작물 소매업",사하구,부산광역시 사하구 승학로 146-1,128.98291167821,35.1029748744734
6820,평화과일상회,소매,"채소, 과실 및 뿌리작물 소매업",부산진구,부산광역시 부산진구 범일로142번길 24-14,129.060585126058,35.1423242768404
6821,외양포낚시,소매,기타 음ㆍ식료품 위주 종합 소매업,강서구,부산광역시 강서구 가덕해안로 1309,128.825332773131,35.0067597383124
6822,선우축산,소매,육류 소매업,남구,부산광역시 남구 용소로 54,129.100891268783,35.132518219156
6823,그랜드마트,소매,슈퍼마켓,연제구,부산광역시 연제구 중앙대로1124번길 31,129.082834187696,35.1882695942867
6824,견과류,소매,"채소, 과실 및 뿌리작물 소매업",동구,부산광역시 동구 망양로465번길 9,129.033104053283,35.1160425295642
6825,봄떡,음식,떡류 제조업,해운대구,부산광역시 해운대구 해운대로61번길 95-68,129.12927399013,35.1958407066157
6826,레뱅롯데부,소매,기타 식료품 소매업,부산진구,부산광역시 부산진구 가야대로 772,129.056437700996,35.1568098468641
6827,부강상회,소매,"채소, 과실 및 뿌리작물 소매업",부산진구,부산광역시 부산진구 중앙대로775번길 35,129.060807342883,35.1628290187652
6828,농축산마트내정육,소매,육류 소매업,북구,부산광역시 북구 시랑로 97,129.007250430063,35.1973408127495
6829,다사랑마트,소매,기타 음ㆍ식료품 위주 종합 소매업,사상구,부산광역시 사상구 학감대로123번길 72,128.984261380424,35.1413277031595
6830,진한우,소매,육류 소매업,서구,부산광역시 서구 대영로30번길 20,129.014353880257,35.1088003630523
6831,민애네생선가게,소매,"신선, 냉동 및 기타 수산물 소매업",기장군,부산광역시 기장군 일광읍 문오성길 485-22,129.259811238626,35.2972717557301
6832,채소/과일 소매업,소매,"채소, 과실 및 뿌리작물 소매업",연제구,부산광역시 연제구 해맞이로81번길 12,129.068231978472,35.1816388687428
6833,울산상회,소매,"채소, 과실 및 뿌리작물 소매업",부산진구,부산광역시 부산진구 새싹로8번길 62,129.060802143471,35.1607378360022
6834,장산정육,소매,육류 소매업,북구,부산광역시 북구 시랑로 94,129.006484048,35.1975274632707
6835,토탈스위스힐스템힐링센터,소매,건강 보조식품 소매업,동래구,부산광역시 동래구 아시아드대로231번길 44-4,129.065438945387,35.2056944326981
6836,판실리코,소매,기타 음ㆍ식료품 위주 종합 소매업,해운대구,부산광역시 해운대구 반여로167번길 68-1,129.123882646184,35.2078161120457
6837,빅세일마트,소매,기타 음ㆍ식료품 위주 종합 소매업,동구,부산광역시 동구 고관로 39-1,129.042901716956,35.1230256013885
6838,거품안넘치게따라줘,소매,음료 소매업,부산진구,부산광역시 부산진구 서전로9번길 14,129.060838621229,35.1584750231306
6839,다온유통,소매,슈퍼마켓,연제구,부산광역시 연제구 과정로 314,129.093360477938,35.1896532900077
6840,원인터내셔널,소매,기타 식료품 소매업,금정구,부산광역시 금정구 중앙대로2001번길 12,129.091236987095,35.2631708948734
6841,핑운동&힐링다이어트,소매,건강 보조식품 소매업,기장군,부산광역시 기장군 기장읍 차성로390번길 17,129.21608729867,35.2524711049914
6842,상생나베,소매,기타 식료품 소매업,해운대구,부산광역시 해운대구 해운대로383번길 38,129.139486022546,35.1706596279591
6843,두남자핫도그,음식,음료 소매업,부산진구,부산광역시 부산진구 가야대로507번길 164,129.034896465061,35.1562656357873
6844,미소정육,소매,육류 소매업,사하구,부산광역시 사하구 장림번영로 47,128.970408260313,35.0808197800153
6845,홈마트,소매,슈퍼마켓,연제구,부산광역시 연제구 고분로 29,129.085722721734,35.1858550618535
6846,텃밭,소매,"채소, 과실 및 뿌리작물 소매업",동래구,부산광역시 동래구 아시아드대로 125,129.06578019068,35.1956680240682
6847,현주네과일집,소매,"채소, 과실 및 뿌리작물 소매업",부산진구,부산광역시 부산진구 중앙대로755번길 7,129.060244389098,35.1600486468683
6848,아이스마을,소매,"빵류, 과자류 및 당류 소매업",수영구,부산광역시 수영구 남천동로 41,129.111868177072,35.143342851797
6849,경이수산,소매,"신선, 냉동 및 기타 수산물 소매업",연제구,부산광역시 연제구 금련로16번길 11,129.095338762058,35.1726082463111
6850,염막수산,소매,"신선, 냉동 및 기타 수산물 소매업",강서구,부산광역시 강서구 신포길 13-2,128.932142370031,35.1129848904251
6851,바우식육점,소매,육류 소매업,동래구,부산광역시 동래구 충렬대로202번가길 5,129.082322675502,35.2018580317173
6852,오빠고깃간,소매,육류 소매업,사하구,부산광역시 사하구 서포로30번길 8,128.985696152739,35.0827967693946
6853,신마트,소매,슈퍼마켓,북구,부산광역시 북구 구포시장1길 16,129.004229287955,35.2088315972508
